Date,Close/Last,Volume,Open,High,Low
03/10/2025,$232.22,18887190,$236.21,$237.51,$228.695
03/07/2025,$242.28,20498730,$245.23,$246.72,$239.42
03/06/2025,$246.54,9983235,$248.11,$249.36,$243.85
03/05/2025,$251.53,7861424,$251.25,$253.05,$247.83
03/04/2025,$250.25,13465630,$255.28,$257.23,$245.95
03/03/2025,$260.62,9058307,$264.00,$266.32,$257.82
02/28/2025,$264.65,10467130,$260.73,$264.81,$257.89
02/27/2025,$259.05,8204447,$260.18,$263.64,$257.86
02/26/2025,$258.79,5943585,$257.16,$260.9115,$256.93
02/25/2025,$257.40,9608439,$262.23,$263.00,$253.35
02/24/2025,$261.34,10372750,$265.49,$267.00,$258.61
02/21/2025,$264.24,12835570,$268.32,$269.1955,$262.84
02/20/2025,$266.80,13846670,$278.675,$278.74,$265.735
02/19/2025,$279.25,7007248,$278.38,$280.25,$277.22
02/18/2025,$279.95,7919798,$276.76,$279.97,$276.02
02/14/2025,$276.59,5688627,$277.37,$279.2334,$276.45
02/13/2025,$276.32,8398667,$275.50,$276.97,$273.81
02/12/2025,$275.45,6683894,$274.08,$276.45,$273.25
02/11/2025,$274.99,7196376,$270.26,$276.22,$269.66
02/10/2025,$271.04,8627352,$276.15,$276.18,$269.59
02/07/2025,$275.80,6857875,$277.27,$278.55,$274.715
02/06/2025,$276.90,7264371,$272.45,$276.98,$271.19
02/05/2025,$270.43,5704431,$268.91,$270.64,$268.33
02/04/2025,$267.94,5625972,$269.84,$269.84,$266.83
02/03/2025,$266.81,8381361,$261.83,$268.165,$261.7009
01/31/2025,$267.30,7196268,$269.23,$270.82,$266.96
01/30/2025,$268.23,8753466,$268.63,$269.70,$266.6201
01/29/2025,$266.58,7684870,$267.21,$270.68,$265.61
01/28/2025,$267.14,7375391,$265.85,$267.33,$264.8301
01/27/2025,$265.85,7522258,$264.17,$265.97,$262.26
01/24/2025,$264.84,7666261,$263.69,$267.10,$263.01
01/23/2025,$265.95,10749680,$264.69,$266.8599,$263.81
01/22/2025,$262.84,9021914,$262.90,$263.38,$260.25
01/21/2025,$263.03,13712110,$260.07,$264.25,$259.5037
01/17/2025,$259.16,17678100,$254.14,$260.62,$252.14
01/16/2025,$254.27,15292350,$254.00,$257.035,$252.33
01/15/2025,$252.35,18448520,$250.40,$253.6699,$243.68
01/14/2025,$247.47,12407390,$242.66,$247.72,$242.19
01/13/2025,$244.21,10005320,$239.67,$244.54,$239.00
01/10/2025,$239.87,10256830,$243.09,$243.81,$238.74
01/08/2025,$243.13,8675284,$242.75,$244.25,$240.50
01/07/2025,$243.17,8753357,$242.14,$245.26,$240.90
